isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,neutral,sadness,surprise,spanish_description
9780743466523,0743466527,Fall on Your Knees,Ann-Marie MacDonald,Fiction,http://books.google.com/books/content?id=HsgMVk8q6h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Spanning five generations and moving from Cape Breton Island in Nova Scotia, to the bleak landscape of World War I, and to the emerging jazz scene in New York City, this epic tale tells the story of four sisters.",2002,3.96,672,54468,Fall on Your Knees,"9780743466523 Spanning five generations and moving from Cape Breton Island in Nova Scotia, to the bleak landscape of World War I, and to the emerging jazz scene in New York City, this epic tale tells the story of four sisters.",Fiction,0.0641336441,0.1040066779,0.05136283115,0.04056443274,0.5494767427,0.9178243279,0.07876550406,"Abarcando cinco generaciones y moviéndose desde la isla de Cabo Bretón en Nueva Escocia, al sombrío paisaje de la Primera Guerra Mundial y a la emergente escena del jazz en la ciudad de Nueva York, esta historia épica cuenta la historia de cuatro hermanas."
9780743467544,074346754X,Homecoming,Christie Golden,Fiction,http://books.google.com/books/content?id=fYBwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After seven years trapped in the Delta Quadrant, Admiral Kathryn Janeway and the crew of Voyager miraculously find their way home, where they find new opportunities, adventures, and reunions with loved ones, until a mysterious cybernetic plague strikes Earth, transforming humans into a new generation of Borg. Original.",2003,3.91,262,1515,Homecoming,"9780743467544 After seven years trapped in the Delta Quadrant, Admiral Kathryn Janeway and the crew of Voyager miraculously find their way home, where they find new opportunities, adventures, and reunions with loved ones, until a mysterious cybernetic plague strikes Earth, transforming humans into a new generation of Borg. Original.",Fiction,0.0641336441,0.1040066779,0.2569846511,0.06294297427,0.9368456602,0.1116901785,0.08026012033,"Tras siete años atrapados en el Cuadrante Delta, la almirante Kathryn Janeway y la tripulación de la Voyager encuentran milagrosamente el camino a casa, donde encuentran nuevas oportunidades, aventuras y reencuentros con sus seres queridos, hasta que una misteriosa plaga cibernética azota la Tierra, transformando a los humanos en una nueva generación de Borg. Original."
9780743468596,0743468597,First Things First,Stephen R. Covey,Conduct of life,http://books.google.com/books/content?id=KRZEPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the spirit of THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE, the international bestseller, FIRST THINGS FIRST is a revolutionary guide to managing your time by learning how to balance your life. Traditional time management suggests that working harder, smarter and faster will help you gain control of your life, and that increased control will bring peace and fulfilment. The authors of FIRST THINGS FIRST disagree. In the first real breakthrough in time management in years, Stephen R. Covey, A. Roger Merrill and Rebecca R. Merrill apply the insights of the 7 HABITS to the daily problems of people who must struggle with the ever increasing demands of work and home life. Rather than focusing on time and things, FIRST THINGS FIRST emphasises relationships and results. And instead of efficiency, this new approach emphasises effectiveness. Covey offers a principle-centred approach that will empower readers to define what is truly important; to accomplish worthwhile goals; and to lead rich, rewarding and balanced lives.",2002,4.09,360,23,"First Things First: To Live, to Love, to Learn, to Leave a Legacy","9780743468596 In the spirit of THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE, the international bestseller, FIRST THINGS FIRST is a revolutionary guide to managing your time by learning how to balance your life. Traditional time management suggests that working harder, smarter and faster will help you gain control of your life, and that increased control will bring peace and fulfilment. The authors of FIRST THINGS FIRST disagree. In the first real breakthrough in time management in years, Stephen R. Covey, A. Roger Merrill and Rebecca R. Merrill apply the insights of the 7 HABITS to the daily problems of people who must struggle with the ever increasing demands of work and home life. Rather than focusing on time and things, FIRST THINGS FIRST emphasises relationships and results. And instead of efficiency, this new approach emphasises effectiveness. Covey offers a principle-centred approach that will empower readers to define what is truly important; to accomplish worthwhile goals; and to lead rich, rewarding and balanced lives.",Nonfiction,0.162158221,0.1040066779,0.05136283115,0.2400320023,0.9433920383,0.1116901785,0.3618493378,"Siguiendo el espíritu de LOS 7 HÁBITOS DE LA GENTE ALTAMENTE EFECTIVA, el bestseller internacional, PRIMERO LO PRIMERO es una guía revolucionaria para gestionar tu tiempo aprendiendo a equilibrar tu vida. La gestión del tiempo tradicional sugiere que trabajar más duro, con más inteligencia y rapidez te ayudará a controlar tu vida, y que un mayor control traerá paz y plenitud. Los autores de PRIMERO LO PRIMERO discrepan. En el primer gran avance en la gestión del tiempo en años, Stephen R. Covey, A. Roger Merrill y Rebecca R. Merrill aplican las ideas de los 7 HÁBITOS a los problemas diarios de las personas que deben lidiar con las crecientes exigencias del trabajo y la vida familiar. En lugar de centrarse en el tiempo y las cosas, PRIMERO LO PRIMERO enfatiza las relaciones y los resultados. Y en lugar de la eficiencia, este nuevo enfoque enfatiza la efectividad. Covey ofrece un enfoque centrado en principios que empoderará a los lectores para definir lo que es realmente importante; para alcanzar metas valiosas; y para llevar una vida plena, gratificante y equilibrada."
9780743470124,0743470125,Goodnight Nobody,Jennifer Weiner,Fiction,http://books.google.com/books/content?id=nUtLjcr6WtYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Having relocated to an alienating Connecticut suburb after a mugging in her native New York City, wife and mother Kate Klein undertakes a murder investigation during her children's school hours when a local mom is killed.",2006,3.65,400,53505,Goodnight Nobody: A Novel,"9780743470124 Having relocated to an alienating Connecticut suburb after a mugging in her native New York City, wife and mother Kate Klein undertakes a murder investigation during her children's school hours when a local mom is killed.",Fiction,0.3341646791,0.1117648482,0.05664913356,0.04056443274,0.5494767427,0.4763337076,0.07876550406,"Kate Klein, esposa y madre, se mudó a un suburbio alienante de Connecticut luego de un asalto en su ciudad natal de Nueva York y emprende una investigación de asesinato durante el horario escolar de sus hijos cuando una madre local es asesinada."
9780743470797,0743470796,", said the shotgun to the head.",Saul Williams,Poetry,http://books.google.com/books/content?id=XEk6TX2xeX8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The greatest Americans Have not been born yet They are waiting quietly For their past to die please give blood Here is the account of a man so ravished by a kiss that it distorts his highest and lowest frequencies of understanding into an Incongruent mean of babble and brilliance...,2003,4.22,192,2687,", said the shotgun to the head.",9780743470797 The greatest Americans Have not been born yet They are waiting quietly For their past to die please give blood Here is the account of a man so ravished by a kiss that it distorts his highest and lowest frequencies of understanding into an Incongruent mean of babble and brilliance...,Fiction,0.0641336441,0.1040066779,0.1338785142,0.04056443274,0.5494767427,0.2947921157,0.07876550406,"Los más grandes americanos Aún no han nacido Están esperando en silencio A que su pasado muera, por favor, donen sangre Aquí está el relato de un hombre tan embelesado por un beso que distorsiona sus frecuencias más altas y más bajas de comprensión en una media incongruente de balbuceo y brillantez..."
9780743471220,0743471229,The Diablo: The Sin War #1: Birthright,Richard A. Knaak,Fiction,http://books.google.com/books/content?id=zmc4swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Since the beginning of time, the angelic forces of the High Heavens and the demonic hordes of the Burning Hells have been locked in an eternal conflict for the fate of all Creation. That struggle has now spilled over into Sanctuary -- the world of men. Determined to win mankind over to their respective causes, the forces of good and evil wage a secret war for mortal souls. This is the tale of the Sin War -- the conflict that would forever change the destiny of man. Three thousand years before the darkening of Tristram, Uldyssian, son of Diomedes, was a simple farmer from the village of Seram. Content with his quiet, idyllic life, Uldyssian is shocked as dark events rapidly unfold around him. Mistakenly blamed for the grisly murders of two traveling missionaries, Uldyssian is forced to flee his homeland and set out on a perilous quest to redeem his good name. To his horror, he has begun to manifest strange new powers -- powers no mortal man has ever dreamed of. Now, Uldyssian must grapple with the energies building within him -- lest they consume the last vestiges of his humanity.",2006,3.74,326,1186,The Diablo: The Sin War #1: Birthright: Birthright,"9780743471220 Since the beginning of time, the angelic forces of the High Heavens and the demonic hordes of the Burning Hells have been locked in an eternal conflict for the fate of all Creation. That struggle has now spilled over into Sanctuary -- the world of men. Determined to win mankind over to their respective causes, the forces of good and evil wage a secret war for mortal souls. This is the tale of the Sin War -- the conflict that would forever change the destiny of man. Three thousand years before the darkening of Tristram, Uldyssian, son of Diomedes, was a simple farmer from the village of Seram. Content with his quiet, idyllic life, Uldyssian is shocked as dark events rapidly unfold around him. Mistakenly blamed for the grisly murders of two traveling missionaries, Uldyssian is forced to flee his homeland and set out on a perilous quest to redeem his good name. To his horror, he has begun to manifest strange new powers -- powers no mortal man has ever dreamed of. Now, Uldyssian must grapple with the energies building within him -- lest they consume the last vestiges of his humanity.",Fiction,0.4700082242,0.1040066779,0.925412178,0.04056443274,0.8446831107,0.1116901785,0.9680961967,"Desde el principio de los tiempos, las fuerzas angelicales de los Altos Cielos y las hordas demoníacas de los Infiernos Ardientes han estado enfrascadas en un conflicto eterno por el destino de toda la Creación. Esa lucha ahora se ha extendido al Santuario, el mundo de los hombres. Decididas a ganar a la humanidad para sus respectivas causas, las fuerzas del bien y del mal libran una guerra secreta por las almas mortales. Esta es la historia de la Guerra del Pecado, el conflicto que cambiaría para siempre el destino de la humanidad. Tres mil años antes del ocaso de Tristán, Uldyssian, hijo de Diomedes, era un simple granjero de la aldea de Seram. Contento con su vida tranquila e idílica, Uldyssian queda conmocionado al ver cómo se desenvuelven rápidamente los oscuros acontecimientos a su alrededor. Culpado erróneamente por los espeluznantes asesinatos de dos misioneros itinerantes, Uldyssian se ve obligado a huir de su tierra natal y a emprender una peligrosa búsqueda para redimir su buen nombre. Para su horror, ha comenzado a manifestar nuevos y extraños poderes, poderes con los que ningún mortal ha soñado jamás. Ahora, Uldyssian debe luchar con las energías que se acumulan dentro de él, para que no consuman los últimos vestigios de su humanidad."
9780743471237,0743471237,Diablo: The Sin War #2: Scales of the Serpent,Blizzard Entertainment,Fiction,http://books.google.com/books/content?id=widqvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Since the beginning of time, the angelic forces of the High Heavens and the demonic hordes of the Burning Hells have been locked in the Eternal Conflict for the fate of all Creation. That struggle has now spilled over into Sanctuary -- the world of men. Determined to win mankind over to their respective causes, the forces of good and evil wage a secret war for mortal souls. This is the tale of the Sin War -- the conflict that would forever change the destiny of man. Bent on destroying the evil cult of the Triune, Uldyssian does not yet suspect that Inarius -- secret Prophet of the Cathedral of Light -- has been subtly aiding his quest. Obsessed with restoring Sanctuary to its former glory, Inarius has been playing Uldyssian against the two great religions in a reckless attempt to topple them both. But another player has slipped back into the equation. The demon Lilith, once Inarius's lover, seeks to use Uldyssian as her own pawn in a scheme to turn humans into an army of naphalem -- godlike beings, more powerful than any angel or demon, who could overturn all Creation and elevate Lilith to supreme being. An original tale of swords, sorcery, and timeless struggle based on the bestselling, award-winning M-rated computer game from Blizzard Entertainment. Intended for mature readers.",2007,3.86,327,830,Diablo: The Sin War #2: Scales of the Serpent: Diablo Sin War,"9780743471237 Since the beginning of time, the angelic forces of the High Heavens and the demonic hordes of the Burning Hells have been locked in the Eternal Conflict for the fate of all Creation. That struggle has now spilled over into Sanctuary -- the world of men. Determined to win mankind over to their respective causes, the forces of good and evil wage a secret war for mortal souls. This is the tale of the Sin War -- the conflict that would forever change the destiny of man. Bent on destroying the evil cult of the Triune, Uldyssian does not yet suspect that Inarius -- secret Prophet of the Cathedral of Light -- has been subtly aiding his quest. Obsessed with restoring Sanctuary to its former glory, Inarius has been playing Uldyssian against the two great religions in a reckless attempt to topple them both. But another player has slipped back into the equation. The demon Lilith, once Inarius's lover, seeks to use Uldyssian as her own pawn in a scheme to turn humans into an army of naphalem -- godlike beings, more powerful than any angel or demon, who could overturn all Creation and elevate Lilith to supreme being. An original tale of swords, sorcery, and timeless struggle based on the bestselling, award-winning M-rated computer game from Blizzard Entertainment. Intended for mature readers.",Fiction,0.7667170763,0.2820576131,0.3702326417,0.4504056871,0.9055995941,0.1849556863,0.07876550406,"Desde el principio de los tiempos, las fuerzas angelicales de los Altos Cielos y las hordas demoníacas de los Infiernos Ardientes han estado enfrascadas en el Conflicto Eterno por el destino de toda la Creación. Esa lucha ahora se ha extendido a Santuario, el mundo de los hombres. Decididas a ganar a la humanidad para sus respectivas causas, las fuerzas del bien y del mal libran una guerra secreta por las almas mortales. Esta es la historia de la Guerra del Pecado, el conflicto que cambiaría para siempre el destino de la humanidad. Decidido a destruir el culto maligno del Trino, Uldyssian aún no sospecha que Inarius, Profeta secreto de la Catedral de la Luz, ha estado colaborando sutilmente en su búsqueda. Obsesionado con restaurar Santuario a su antigua gloria, Inarius ha estado enfrentando a Uldyssian contra las dos grandes religiones en un temerario intento por derrocarlas. Pero otro jugador ha vuelto a entrar en la ecuación. La demonio Lilith, antigua amante de Inarius, pretende usar a Uldyssian como su propio peón en un plan para convertir a los humanos en un ejército de naphalem: seres divinos, más poderosos que cualquier ángel o demonio, capaces de trastornar la Creación y elevar a Lilith a la supremacía. Una historia original de espadas, brujería y luchas atemporales basada en el exitoso y galardonado videojuego de Blizzard Entertainment, con clasificación M. Dirigido a lectores maduros."
9780743471329,0743471326,Diablo: Moon of the Spider,Richard A. Knaak,Fiction,http://books.google.com/books/content?id=GcY6PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Since the beginning of time, the angelic hosts of the High Heavens and the demonic hordes of the Burning Hells have been locked in a struggle for the fate of all Creation. That struggle has now come to the mortal realm...and neither Man nor Demon nor Angel will be left unscathed.... DIABLO Driven by nightmares to the ruins of a mysterious tomb, Lord Aldric Jitan hopes to awaken a terrible evil that has slept since the fall of Tristram. Drawn by the growing darkness in the land, the enigmatic Necromancer, Zayl, stumbles upon Jitan's plot -- unaware that one of his own brethren has set these dire events in motion. Now, as the celestial Moon of the Spider rises, the nefarious demon, Astrogha, prepares to unleash his minions upon Sanctuary. MOON OF THE SPIDER An original tale of swords, sorcery, and timeless struggle based on the bestselling, award-winning M-rated computer game from Blizzard Entertainment. Intended for mature readers.",2006,3.95,336,722,Diablo: Moon of the Spider,"9780743471329 Since the beginning of time, the angelic hosts of the High Heavens and the demonic hordes of the Burning Hells have been locked in a struggle for the fate of all Creation. That struggle has now come to the mortal realm...and neither Man nor Demon nor Angel will be left unscathed.... DIABLO Driven by nightmares to the ruins of a mysterious tomb, Lord Aldric Jitan hopes to awaken a terrible evil that has slept since the fall of Tristram. Drawn by the growing darkness in the land, the enigmatic Necromancer, Zayl, stumbles upon Jitan's plot -- unaware that one of his own brethren has set these dire events in motion. Now, as the celestial Moon of the Spider rises, the nefarious demon, Astrogha, prepares to unleash his minions upon Sanctuary. MOON OF THE SPIDER An original tale of swords, sorcery, and timeless struggle based on the bestselling, award-winning M-rated computer game from Blizzard Entertainment. Intended for mature readers.",Fiction,0.0924102366,0.1387674809,0.9683126807,0.2705775499,0.9055995941,0.5757328272,0.08257463574,"Desde el principio de los tiempos, las huestes angelicales de los Altos Cielos y las hordas demoníacas de los Infiernos Ardientes han estado enfrascadas en una lucha por el destino de toda la Creación. Esa lucha ha llegado ahora al reino mortal... y ni el Hombre, ni el Demonio, ni el Ángel saldrán ilesos... DIABLO Llevado por pesadillas a las ruinas de una misteriosa tumba, Lord Aldric Jitan espera despertar un terrible mal que ha dormido desde la caída de Tristram. Atraído por la creciente oscuridad en la tierra, el enigmático Nigromante, Zayl, se topa con el complot de Jitan, sin saber que uno de sus propios hermanos ha puesto en marcha estos terribles eventos. Ahora, mientras la Luna celestial de la Araña se eleva, el nefasto demonio, Astrogha, se prepara para desatar a sus secuaces sobre el Santuario. LUNA DE LA ARAÑA. Una historia original de espadas, brujería y luchas atemporales basada en el exitoso y galardonado videojuego de Blizzard Entertainment, con clasificación M. Dirigido a lectores maduros."
9780743474764,0743474767,The Best of Ray Bradbury,Ray Bradbury,Comics & Graphic Novels,http://books.google.com/books/content?id=6K-_AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects top adaptations of the popular science-fiction author's works, in a fan's compendium that includes ""Come Into My Cellar,"" ""The Golden Apples of the Sun,"" and ""A Sound of Thunder."" Original.",2003,4.07,162,297,The Best of Ray Bradbury: The Graphic Novel,"9780743474764 Collects top adaptations of the popular science-fiction author's works, in a fan's compendium that includes ""Come Into My Cellar,"" ""The Golden Apples of the Sun,"" and ""A Sound of Thunder."" Original.",Fiction,0.0641336441,0.1040066779,0.05136283115,0.07993165404,0.9228733778,0.1116901785,0.07876550406,"Recopila las mejores adaptaciones de las obras del popular autor de ciencia ficción, en un compendio para fanáticos que incluye ""Entra en mi sótano"", ""Las manzanas doradas del sol"" y ""Un sonido de trueno"". Original."
9780743477369,0743477367,Dracula,Bram Stoker,Fiction,http://books.google.com/books/content?id=7jnX3BU6QBwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A new edition of the classic horror novel features the immortal vampire count and his fellow creatures of the night, whose horrific thirst for blood leads him from the mountains of Central Europe to England, until the savvy Dr. Van Helsing comes up with a way to end his reign of terror. Reprint.",2003,3.99,528,9584,Dracula,"9780743477369 A new edition of the classic horror novel features the immortal vampire count and his fellow creatures of the night, whose horrific thirst for blood leads him from the mountains of Central Europe to England, until the savvy Dr. Van Helsing comes up with a way to end his reign of terror. Reprint.",Fiction,0.0641336441,0.1040066779,0.9754731655,0.04056443274,0.9503574967,0.1116901785,0.07876550406,"Una nueva edición de la clásica novela de terror presenta al inmortal conde vampiro y a sus compañeros de la noche, cuya terrible sed de sangre lo lleva desde las montañas de Europa Central hasta Inglaterra, hasta que el astuto Dr. Van Helsing encuentra la manera de poner fin a su reinado de terror. Reimpresión."
9780743477543,0743477545,A Midsummer Night's Dream,William Shakespeare,Drama,http://books.google.com/books/content?id=axN5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Shakespeare's popular comedy of love and mistaken identity is accompanied by a section on reading Shakespeare's language, information on Shakespeare's life and theater, explanatory notes, annotated reading lists, and an essay",1993,3.94,298,371813,A Midsummer Night's Dream,"9780743477543 Shakespeare's popular comedy of love and mistaken identity is accompanied by a section on reading Shakespeare's language, information on Shakespeare's life and theater, explanatory notes, annotated reading lists, and an essay",Fiction,0.004933109507,0.02030065656,0.007775383536,0.1232235134,0.8198481202,0.009917375632,0.01400182955,"La popular comedia de amor e identidad equivocada de Shakespeare está acompañada de una sección sobre la lectura del lenguaje de Shakespeare, información sobre la vida y el teatro de Shakespeare, notas explicativas, listas de lectura comentadas y un ensayo."
9780743477550,0743477553,Othello,William Shakespeare,Drama,http://books.google.com/books/content?id=f4zGDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In Othello, Shakespeare creates powerful drama from a marriage between the exotic Moor Othello and the Venetian lady Desdemona that begins with elopement and mutual devotion and ends with jealous rage and death. Shakespeare builds many differences into his hero and heroine, including race, age, and cultural background. Yet most readers and audiences believe the couple's strong love would overcome these differences were it not for Iago, who sets out to destroy Othello. Iago's false insinuations about Desdemona's infidelity draw Othello into his schemes, and Desdemona is subjected to Othello's horrifying verbal and physical assaults. The authoritative edition of Othello from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an ebook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the pla",1993,3.88,314,261813,Othello,"9780743477550 In Othello, Shakespeare creates powerful drama from a marriage between the exotic Moor Othello and the Venetian lady Desdemona that begins with elopement and mutual devotion and ends with jealous rage and death. Shakespeare builds many differences into his hero and heroine, including race, age, and cultural background. Yet most readers and audiences believe the couple's strong love would overcome these differences were it not for Iago, who sets out to destroy Othello. Iago's false insinuations about Desdemona's infidelity draw Othello into his schemes, and Desdemona is subjected to Othello's horrifying verbal and physical assaults. The authoritative edition of Othello from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an ebook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the pla",Fiction,0.941380322,0.02183184028,0.9784577489,0.1999450624,0.9492622018,0.008026730269,0.0751638189,"En Otelo, Shakespeare crea un poderoso drama a partir del matrimonio entre el exótico moro Otelo y la veneciana Desdémona, que comienza con una fuga y una devoción mutua y termina con un ataque de celos y la muerte. Shakespeare introduce numerosas diferencias entre sus héroes, incluyendo raza, edad y trasfondo cultural. Sin embargo, la mayoría de los lectores y el público creen que el profundo amor de la pareja superaría estas diferencias de no ser por Yago, quien se propone destruir a Otelo. Las falsas insinuaciones de Yago sobre la infidelidad de Desdémona atraen a Otelo a sus planes, y Desdémona es sometida a las horribles agresiones verbales y físicas de Otelo. La prestigiosa edición de Otelo de la Biblioteca Folger Shakespeare, la prestigiosa y ampliamente utilizada colección de Shakespeare para estudiantes y lectores en general, ya está disponible en formato digital. Las características incluyen: · El texto exacto del libro impreso para una fácil referencia cruzada · Cientos de enlaces de hipertexto para una navegación instantánea · Texto recién editado basado en la mejor versión impresa temprana de la obra · Notas explicativas completas convenientemente ubicadas en páginas frente al texto de la obra · Resúmenes de la trama escena por escena · Una clave para líneas y frases famosas · Una introducción a la lectura del lenguaje de Shakespeare · Ilustraciones de las vastas existencias de libros raros de la Biblioteca Folger Shakespeare · Un ensayo de un destacado erudito de Shakespeare que proporciona una perspectiva moderna sobre la obra"
9780743477567,0743477561,The Merchant of Venice,William Shakespeare,Drama,http://books.google.com/books/content?id=7Q_wyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In The Merchant of Venice, the path to marriage is hazardous. To win Portia, Bassanio must pass a test prescribed by her father’s will, choosing correctly among three caskets or chests. If he fails, he may never marry at all. Bassanio and Portia also face a magnificent villain, the moneylender Shylock. In creating Shylock, Shakespeare seems to have shared in a widespread prejudice against Jews. Shylock would have been regarded as a villain because he was a Jew. Yet he gives such powerful expression to his alienation due to the hatred around him that, in many productions, he emerges as the hero. Portia is most remembered for her disguise as a lawyer, Balthazar, especially the speech in which she urges Shylock to show mercy that “droppeth as the gentle rain from heaven.” The authoritative edition of The Merchant of Venice from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Newly revised explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play’s famous lines and phrases -An introduction to reading Shakespeare’s language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library’s vast holdings of rare books -An up-to-date annotated guide to further reading Essay by Alexander Leggatt The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",2004,3.8,237,130122,The Merchant of Venice,"9780743477567 In The Merchant of Venice, the path to marriage is hazardous. To win Portia, Bassanio must pass a test prescribed by her father’s will, choosing correctly among three caskets or chests. If he fails, he may never marry at all. Bassanio and Portia also face a magnificent villain, the moneylender Shylock. In creating Shylock, Shakespeare seems to have shared in a widespread prejudice against Jews. Shylock would have been regarded as a villain because he was a Jew. Yet he gives such powerful expression to his alienation due to the hatred around him that, in many productions, he emerges as the hero. Portia is most remembered for her disguise as a lawyer, Balthazar, especially the speech in which she urges Shylock to show mercy that “droppeth as the gentle rain from heaven.” The authoritative edition of The Merchant of Venice from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Newly revised explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play’s famous lines and phrases -An introduction to reading Shakespeare’s language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library’s vast holdings of rare books -An up-to-date annotated guide to further reading Essay by Alexander Leggatt The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",Fiction,0.4968577921,0.6830732822,0.6947904229,0.5825967789,0.9675049782,0.738150239,0.08733163774,"En El mercader de Venecia, el camino al matrimonio es arriesgado. Para conquistar a Porcia, Bassanio debe superar una prueba prescrita por el testamento de su padre, eligiendo correctamente entre tres cofres o baúles. Si no la supera, podría no casarse jamás. Bassanio y Porcia también se enfrentan a un villano majestuoso, el prestamista Shylock. Al crear a Shylock, Shakespeare parece haber compartido un prejuicio generalizado contra los judíos. Shylock habría sido considerado un villano por ser judío. Sin embargo, expresa con tanta fuerza su alienación debido al odio que lo rodea que, en muchas producciones, emerge como el héroe. Porcia es más recordada por su disfraz de abogado, Balthazar, especialmente por el discurso en el que insta a Shylock a mostrar misericordia que «gotea como la suave lluvia del cielo». La edición autorizada de El mercader de Venecia de la Biblioteca Folger Shakespeare, la confiable y ampliamente utilizada colección de Shakespeare para estudiantes y lectores en general, incluye: - Texto recién editado basado en la mejor versión impresa temprana de la obra - Notas explicativas recientemente revisadas convenientemente ubicadas en páginas frente al texto de la obra - Resúmenes de la trama escena por escena - Una clave para las líneas y frases famosas de la obra - Una introducción a la lectura del lenguaje de Shakespeare - Un ensayo por un destacado estudioso de Shakespeare que ofrece una perspectiva moderna sobre la obra - Imágenes nuevas de las vastas existencias de libros raros de la Biblioteca Folger Shakespeare - Una guía anotada actualizada para lecturas adicionales Ensayo de Alexander Leggatt La Biblioteca Folger Shakespeare en Washington, DC, alberga la colección más grande del mundo de obras impresas de Shakespeare y un imán para los estudiosos de Shakespeare de todo el mundo. Además de las exposiciones abiertas al público durante todo el año, la Folger ofrece un calendario completo de actuaciones y programas. Para obtener más información, visite Folger.edu."
